data,consumo_g_ave_dia
29/12/2025,106.06060606060606
05/01/2026,114.58333333333333
12/01/2026,105.82010582010582
19/01/2026,111.42857142857143
26/01/2026,115.78947368421052
02/02/2026,121.30177514792899
09/02/2026,125.3012048192771
16/02/2026,127.04402515723271
23/02/2026,134.1772151898734
02/03/2026,137.2549019607843
09/03/2026,142.3841059602649
16/03/2026,143.35664335664336
23/03/2026,156.83453237410072
30/03/2026,160.5839416058394
