dt,temp_media_d
2025-10-31,25.576957494407157
2025-11-01,22.689444444444444
2025-11-02,25.138472222222223
2025-11-03,26.4525
2025-11-04,27.623472222222226
2025-11-05,25.529999999999998
2025-11-06,23.65652777777778
2025-11-07,18.640555555555558
2025-11-08,19.571527777777778
2025-11-09,22.75986111111111
2025-11-10,25.0575
2025-11-11,26.27777777777778
2025-11-12,24.68972222222222
2025-11-13,27.435416666666665
2025-11-14,22.503435114503816
