dt,illum_media_d
2025-10-31,110.76787472035794
2025-11-01,63.851847222222226
2025-11-02,86.870125
2025-11-03,87.70573611111111
2025-11-04,94.90620833333334
2025-11-05,106.52993055555557
2025-11-06,80.57354166666666
2025-11-07,45.58708333333333
2025-11-08,66.30094444444444
2025-11-09,70.29997222222222
2025-11-10,89.47511111111112
2025-11-11,89.84395833333333
2025-11-12,57.013708333333334
2025-11-13,101.23084722222224
2025-11-14,58.76541984732824
