dt,mq135_media_d
2025-10-31,13.31096196868009
2025-11-01,13.483333333333333
2025-11-02,13.816666666666666
2025-11-03,24.545833333333334
2025-11-04,82.27916666666667
2025-11-05,82.56388888888888
2025-11-06,143.05277777777778
2025-11-07,214.4736111111111
2025-11-08,173.69027777777777
2025-11-09,170.01666666666668
2025-11-10,154.43194444444444
2025-11-11,162.73194444444445
2025-11-12,178.85555555555555
2025-11-13,165.6625
2025-11-14,182.00763358778627
